time,open,high,low,close,volume
2024-01-01T08:00:00.000Z,101.8434,102.1709,101.4338,101.8635,1032
2024-01-01T08:15:00.000Z,101.8635,102.1058,101.5091,101.8656,1033
2024-01-01T08:30:00.000Z,101.8656,102.4415,101.3210,101.9413,1034
2024-01-01T08:45:00.000Z,101.9413,102.4523,101.4670,102.1596,1035
2024-01-01T09:00:00.000Z,102.1596,102.5493,101.6626,102.3189,1036
2024-01-01T09:15:00.000Z,102.3189,103.0109,101.7780,102.5858,1037
2024-01-01T09:30:00.000Z,102.5858,103.0846,102.1804,102.5547,1038
2024-01-01T09:45:00.000Z,102.5547,103.4670,102.2762,102.9026,1039
2024-01-01T10:00:00.000Z,102.9026,103.5031,102.3778,102.9640,1040
2024-01-01T10:15:00.000Z,102.9640,103.8818,102.7523,103.3009,1041
2024-01-01T10:30:00.000Z,103.3009,103.8823,102.7087,103.5869,1042
2024-01-01T10:45:00.000Z,103.5869,104.1712,103.0533,103.6014,1043
2024-01-01T11:00:00.000Z,103.6014,104.1857,103.2526,103.7607,1044
2024-01-01T11:15:00.000Z,103.7607,103.9715,103.5107,103.7146,1045
2024-01-01T11:30:00.000Z,103.7146,104.2204,103.3903,103.6253,1046
2024-01-01T11:45:00.000Z,103.6253,104.0218,103.0079,103.6049,1047
2024-01-01T12:00:00.000Z,103.6049,104.0263,103.0869,103.4895,1048
2024-01-01T12:15:00.000Z,103.4895,103.9048,103.2154,103.4388,1049
2024-01-01T12:30:00.000Z,103.4388,103.7681,103.0620,103.4743,1050
2024-01-01T12:45:00.000Z,103.4743,103.9733,102.7929,103.2923,1051
2024-01-01T13:00:00.000Z,103.2923,103.5390,102.6307,103.1956,1052
2024-01-01T13:15:00.000Z,103.1956,103.6303,102.6877,102.9487,1053
2024-01-01T13:30:00.000Z,102.9487,103.3483,102.4930,102.9990,1054
2024-01-01T13:45:00.000Z,102.9990,103.3067,102.5569,102.8940,1055
2024-01-01T14:00:00.000Z,102.8940,103.2152,102.6739,102.8793,1056
2024-01-01T14:15:00.000Z,102.8793,103.3389,102.4392,102.9140,1057
2024-01-01T14:30:00.000Z,102.9140,103.3635,102.5987,102.9506,1058
2024-01-01T14:45:00.000Z,102.9506,103.5324,102.2627,102.7793,1059
2024-01-01T15:00:00.000Z,102.7793,103.1094,102.1489,102.5562,1060
2024-01-01T15:15:00.000Z,102.5562,102.9659,101.8028,102.3668,1061
2024-01-01T15:30:00.000Z,102.3668,102.9349,102.1448,102.3478,1062
2024-01-01T15:45:00.000Z,102.3478,102.8756,101.9755,102.5775,1063
2024-01-01T16:00:00.000Z,102.5775,103.1085,102.3232,102.8098,1064
2024-01-01T16:15:00.000Z,102.8098,103.3230,102.4773,103.0681,1065
2024-01-01T16:30:00.000Z,103.0681,103.4847,102.7104,102.9825,1066
2024-01-01T16:45:00.000Z,102.9825,103.7439,102.6078,103.1740,1067
2024-01-01T17:00:00.000Z,103.1740,103.7223,102.7493,103.1307,1068
2024-01-01T17:15:00.000Z,103.1307,103.5365,102.5831,103.0808,1069
2024-01-01T17:30:00.000Z,103.0808,103.5038,102.6531,103.1454,1070
2024-01-01T17:45:00.000Z,103.1454,104.0297,102.6964,103.4397,1071
2024-01-01T18:00:00.000Z,103.4397,103.6442,103.1499,103.4289,1072
2024-01-01T18:15:00.000Z,103.4289,104.1752,102.9050,103.7422,1073
2024-01-01T18:30:00.000Z,103.7422,104.4369,103.4784,103.9437,1074
2024-01-01T18:45:00.000Z,103.9437,104.4048,103.7220,104.1146,1075
2024-01-01T19:00:00.000Z,104.1146,104.7878,103.7674,104.3657,1076
2024-01-01T19:15:00.000Z,104.3657,105.1103,103.9396,104.5794,1077
2024-01-01T19:30:00.000Z,104.5794,104.9430,103.8912,104.4239,1078
2024-01-01T19:45:00.000Z,104.4239,105.1216,104.1093,104.6075,1079
2024-01-01T20:00:00.000Z,104.6075,104.9931,104.0159,104.7928,1080
2024-01-01T20:15:00.000Z,104.7928,105.2040,104.1108,104.6601,1081
2024-01-01T20:30:00.000Z,104.6601,105.1177,104.0884,104.5793,1082
2024-01-01T20:45:00.000Z,104.5793,105.0482,104.2743,104.6550,1083
2024-01-01T21:00:00.000Z,104.6550,105.0081,104.1269,104.4830,1084
2024-01-01T21:15:00.000Z,104.4830,105.0197,104.1196,104.4835,1085
2024-01-01T21:30:00.000Z,104.4835,104.9730,103.8754,104.2420,1086
2024-01-01T21:45:00.000Z,104.2420,104.7640,103.9471,104.2169,1087
2024-01-01T22:00:00.000Z,104.2169,104.7915,103.8311,104.2862,1088
2024-01-01T22:15:00.000Z,104.2862,104.6211,103.9409,104.1794,1089
2024-01-01T22:30:00.000Z,104.1794,104.5579,103.7517,104.0433,1090
2024-01-01T22:45:00.000Z,104.0433,104.3060,103.5081,104.0786,1091
2024-01-01T23:00:00.000Z,104.0786,104.7292,103.8654,104.2464,1092
2024-01-01T23:15:00.000Z,104.2464,104.8366,103.9761,104.2900,1093
2024-01-01T23:30:00.000Z,104.2900,104.7716,103.9492,104.4282,1094
2024-01-01T23:45:00.000Z,104.4282,104.9503,103.9913,104.3370,1095
2024-01-02T00:00:00.000Z,104.3370,104.7035,103.8526,104.2144,1096
2024-01-02T00:15:00.000Z,104.2144,104.8382,103.8890,104.3032,1097
2024-01-02T00:30:00.000Z,104.3032,104.7280,103.8793,104.4969,1098
2024-01-02T00:45:00.000Z,104.4969,105.0541,104.2201,104.6148,1099
2024-01-02T01:00:00.000Z,104.6148,105.0243,104.0519,104.6483,1100
2024-01-02T01:15:00.000Z,104.6483,105.2588,104.2739,104.9425,1101
2024-01-02T01:30:00.000Z,104.9425,105.2652,104.4694,104.9653,1102
2024-01-02T01:45:00.000Z,104.9653,105.7953,104.4593,105.2536,1103
2024-01-02T02:00:00.000Z,105.2536,105.8372,104.7791,105.5814,1104
2024-01-02T02:15:00.000Z,105.5814,106.1443,105.3002,105.7978,1105
2024-01-02T02:30:00.000Z,105.7978,106.5794,105.5279,106.0052,1106
2024-01-02T02:45:00.000Z,106.0052,106.3930,105.6427,106.0964,1107
2024-01-02T03:00:00.000Z,106.0964,106.4256,105.6882,105.9901,1108
2024-01-02T03:15:00.000Z,105.9901,106.4365,105.6726,106.2273,1109
2024-01-02T03:30:00.000Z,106.2273,106.7562,105.8720,106.3661,1110
2024-01-02T03:45:00.000Z,106.3661,106.9243,106.0912,106.4106,1111
2024-01-02T04:00:00.000Z,106.4106,106.9342,106.0021,106.4436,1112
2024-01-02T04:15:00.000Z,106.4436,106.6946,105.6447,106.2175,1113
2024-01-02T04:30:00.000Z,106.2175,106.5051,105.8507,106.2530,1114
2024-01-02T04:45:00.000Z,106.2530,106.7907,105.5584,106.0919,1115
2024-01-02T05:00:00.000Z,106.0919,106.3964,105.5021,105.8171,1116
2024-01-02T05:15:00.000Z,105.8171,106.2121,105.4916,105.9078,1117
2024-01-02T05:30:00.000Z,105.9078,106.1242,105.3201,105.7664,1118
2024-01-02T05:45:00.000Z,105.7664,106.1550,105.1456,105.7347,1119
2024-01-02T06:00:00.000Z,105.7347,106.0143,105.2360,105.6128,1120
2024-01-02T06:15:00.000Z,105.6128,106.1578,104.8107,105.3575,1121
2024-01-02T06:30:00.000Z,105.3575,105.6806,105.0358,105.2982,1122
2024-01-02T06:45:00.000Z,105.2982,105.9966,104.9946,105.4502,1123
2024-01-02T07:00:00.000Z,105.4502,105.9381,105.0995,105.4366,1124
2024-01-02T07:15:00.000Z,105.4366,105.8710,105.0317,105.4449,1125
2024-01-02T07:30:00.000Z,105.4449,105.9743,105.1544,105.6813,1126
2024-01-02T07:45:00.000Z,105.6813,106.3907,105.4065,105.8203,1127
2024-01-02T08:00:00.000Z,105.8203,106.3671,105.5747,105.9724,1128
2024-01-02T08:15:00.000Z,105.9724,106.6007,105.6346,106.0680,1129
2024-01-02T08:30:00.000Z,106.0680,106.2800,105.5726,106.0693,1130
2024-01-02T08:45:00.000Z,106.0693,106.4804,105.6193,106.2300,1131
2024-01-02T09:00:00.000Z,106.2300,106.8186,105.6899,106.5455,1132
2024-01-02T09:15:00.000Z,106.5455,106.9543,106.1811,106.6537,1133
2024-01-02T09:30:00.000Z,106.6537,107.2426,106.1941,106.8327,1134
2024-01-02T09:45:00.000Z,106.8327,107.1122,106.4758,106.8267,1135
2024-01-02T10:00:00.000Z,106.8267,107.3122,106.2440,107.0461,1136
2024-01-02T10:15:00.000Z,107.0461,107.3900,106.6438,107.1460,1137
2024-01-02T10:30:00.000Z,107.1460,107.7023,106.8452,107.2208,1138
2024-01-02T10:45:00.000Z,107.2208,107.6450,106.8937,107.2988,1139
2024-01-02T11:00:00.000Z,107.2988,107.9020,107.0544,107.4319,1140
2024-01-02T11:15:00.000Z,107.4319,107.8270,107.1715,107.5922,1141
2024-01-02T11:30:00.000Z,107.5922,107.8153,107.3574,107.5794,1142
2024-01-02T11:45:00.000Z,107.5794,107.8173,106.8644,107.4201,1143
2024-01-02T12:00:00.000Z,107.4201,107.7897,106.9874,107.4854,1144
2024-01-02T12:15:00.000Z,107.4854,107.8876,107.2086,107.6100,1145
2024-01-02T12:30:00.000Z,107.6100,107.8575,107.3576,107.5980,1146
2024-01-02T12:45:00.000Z,107.5980,108.1450,107.3905,107.6971,1147
2024-01-02T13:00:00.000Z,107.6971,108.1469,107.1415,107.8084,1148
2024-01-02T13:15:00.000Z,107.8084,108.1677,107.3401,107.8443,1149
2024-01-02T13:30:00.000Z,107.8443,108.3143,107.2617,107.7965,1150
2024-01-02T13:45:00.000Z,107.7965,108.3963,107.2974,107.9136,1151
2024-01-02T14:00:00.000Z,107.9136,108.1591,107.5928,107.8082,1152
2024-01-02T14:15:00.000Z,107.8082,108.3766,107.0422,107.6042,1153
2024-01-02T14:30:00.000Z,107.6042,108.0506,107.0453,107.6574,1154
2024-01-02T14:45:00.000Z,107.6574,108.0282,107.4113,107.6667,1155
2024-01-02T15:00:00.000Z,107.6667,107.9136,107.1093,107.6357,1156
2024-01-02T15:15:00.000Z,107.6357,108.3568,107.0575,107.7789,1157
2024-01-02T15:30:00.000Z,107.7789,108.4215,107.4168,108.0134,1158
2024-01-02T15:45:00.000Z,108.0134,108.5912,107.7727,108.0898,1159
2024-01-02T16:00:00.000Z,108.0898,108.5474,107.5394,108.2241,1160
2024-01-02T16:15:00.000Z,108.2241,108.7057,107.6802,108.2110,1161
2024-01-02T16:30:00.000Z,108.2110,108.4957,107.7480,108.2672,1162
2024-01-02T16:45:00.000Z,108.2672,109.0907,107.7975,108.6068,1163
2024-01-02T17:00:00.000Z,108.6068,109.0714,108.1636,108.7162,1164
2024-01-02T17:15:00.000Z,108.7162,109.1072,108.3993,108.7238,1165
2024-01-02T17:30:00.000Z,108.7238,109.0047,108.4060,108.7238,1166
2024-01-02T17:45:00.000Z,108.7238,109.2497,108.4324,108.7556,1167
2024-01-02T18:00:00.000Z,108.7556,109.3074,108.5494,108.8431,1168
2024-01-02T18:15:00.000Z,108.8431,109.1964,108.2807,108.9669,1169
2024-01-02T18:30:00.000Z,108.9669,109.5377,108.6386,109.1725,1170
2024-01-02T18:45:00.000Z,109.1725,109.7906,108.5800,109.2628,1171
2024-01-02T19:00:00.000Z,109.2628,109.7871,109.0221,109.2598,1172
2024-01-02T19:15:00.000Z,109.2598,109.8628,108.7665,109.3848,1173
2024-01-02T19:30:00.000Z,109.3848,109.7919,108.8653,109.2992,1174
2024-01-02T19:45:00.000Z,109.2992,109.8596,108.8651,109.1061,1175
2024-01-02T20:00:00.000Z,109.1061,109.4168,108.7314,109.1074,1176
2024-01-02T20:15:00.000Z,109.1074,109.6032,108.9068,109.1882,1177
2024-01-02T20:30:00.000Z,109.1882,109.4083,108.5708,108.9999,1178
2024-01-02T20:45:00.000Z,108.9999,109.6742,108.5440,109.1040,1179
2024-01-02T21:00:00.000Z,109.1040,109.4372,108.8801,109.1879,1180
2024-01-02T21:15:00.000Z,109.1879,109.5018,108.8186,109.2428,1181
2024-01-02T21:30:00.000Z,109.2428,109.7386,108.7609,109.2141,1182
2024-01-02T21:45:00.000Z,109.2141,109.4451,108.8032,109.2341,1183
2024-01-02T22:00:00.000Z,109.2341,109.6940,108.6467,109.1166,1184
2024-01-02T22:15:00.000Z,109.1166,109.6162,108.8392,109.0766,1185
2024-01-02T22:30:00.000Z,109.0766,109.6185,108.3018,108.8953,1186
2024-01-02T22:45:00.000Z,108.8953,109.3223,108.4967,108.7894,1187
2024-01-02T23:00:00.000Z,108.7894,109.0407,108.2298,108.8228,1188
2024-01-02T23:15:00.000Z,108.8228,109.3288,108.5661,108.9160,1189
2024-01-02T23:30:00.000Z,108.9160,109.5243,108.6689,109.1383,1190
2024-01-02T23:45:00.000Z,109.1383,109.3762,108.6077,109.1720,1191
2024-01-03T00:00:00.000Z,109.1720,109.7205,108.9025,109.1550,1192
2024-01-03T00:15:00.000Z,109.1550,109.9287,108.7333,109.3322,1193
2024-01-03T00:30:00.000Z,109.3322,110.2047,108.9476,109.6408,1194
2024-01-03T00:45:00.000Z,109.6408,110.3232,109.2231,109.7712,1195
2024-01-03T01:00:00.000Z,109.7712,110.1692,109.5379,109.8747,1196
2024-01-03T01:15:00.000Z,109.8747,110.3597,109.3371,109.8887,1197
2024-01-03T01:30:00.000Z,109.8887,110.1844,109.5295,109.9724,1198
2024-01-03T01:45:00.000Z,109.9724,110.2804,109.7099,109.9511,1199
2024-01-03T02:00:00.000Z,109.9511,110.5236,109.6720,109.9878,1200
2024-01-03T02:15:00.000Z,109.9878,110.7302,109.5948,110.1424,1201
2024-01-03T02:30:00.000Z,110.1424,110.7565,109.9365,110.1754,1202
2024-01-03T02:45:00.000Z,110.1754,110.7798,109.8334,110.3186,1203
2024-01-03T03:00:00.000Z,110.3186,110.7407,109.9429,110.4126,1204
2024-01-03T03:15:00.000Z,110.4126,110.9027,109.9818,110.2924,1205
2024-01-03T03:30:00.000Z,110.2924,110.8612,110.0196,110.4687,1206
2024-01-03T03:45:00.000Z,110.4687,111.1893,110.2473,110.6030,1207
2024-01-03T04:00:00.000Z,110.6030,111.0334,110.1675,110.4438,1208
2024-01-03T04:15:00.000Z,110.4438,111.0125,110.1147,110.3543,1209
2024-01-03T04:30:00.000Z,110.3543,110.7067,109.7958,110.3268,1210
2024-01-03T04:45:00.000Z,110.3268,110.6091,109.5718,110.0850,1211
2024-01-03T05:00:00.000Z,110.0850,110.6717,109.5105,109.8070,1212
2024-01-03T05:15:00.000Z,109.8070,110.2649,109.1169,109.5793,1213
2024-01-03T05:30:00.000Z,109.5793,109.8253,108.9553,109.3588,1214
2024-01-03T05:45:00.000Z,109.3588,109.5701,108.8495,109.1907,1215
2024-01-03T06:00:00.000Z,109.1907,109.7139,108.9508,109.2777,1216
2024-01-03T06:15:00.000Z,109.2777,109.4920,108.8509,109.1335,1217
2024-01-03T06:30:00.000Z,109.1335,109.6617,108.5595,109.0193,1218
2024-01-03T06:45:00.000Z,109.0193,109.3969,108.7394,109.1684,1219
2024-01-03T07:00:00.000Z,109.1684,109.4622,108.9220,109.2470,1220
2024-01-03T07:15:00.000Z,109.2470,109.4699,108.7935,109.1567,1221
2024-01-03T07:30:00.000Z,109.1567,109.6083,108.9386,109.1777,1222
2024-01-03T07:45:00.000Z,109.1777,110.0568,108.7396,109.4571,1223
2024-01-03T08:00:00.000Z,109.4571,109.9190,109.1979,109.5961,1224
2024-01-03T08:15:00.000Z,109.5961,110.0565,109.1119,109.7832,1225
2024-01-03T08:30:00.000Z,109.7832,110.4259,109.3840,110.1231,1226
2024-01-03T08:45:00.000Z,110.1231,110.5863,109.6410,110.1884,1227
2024-01-03T09:00:00.000Z,110.1884,110.7076,109.6525,110.1556,1228
2024-01-03T09:15:00.000Z,110.1556,110.5063,109.5227,110.1109,1229
2024-01-03T09:30:00.000Z,110.1109,110.6788,109.6340,110.2704,1230
2024-01-03T09:45:00.000Z,110.2704,110.7448,109.7176,110.2379,1231
2024-01-03T10:00:00.000Z,110.2379,110.9131,109.9714,110.4912,1232
2024-01-03T10:15:00.000Z,110.4912,111.2412,110.2095,110.6557,1233
2024-01-03T10:30:00.000Z,110.6557,111.1690,110.1882,110.6774,1234
2024-01-03T10:45:00.000Z,110.6774,111.1749,110.3204,110.5856,1235
2024-01-03T11:00:00.000Z,110.5856,111.0736,110.2017,110.7997,1236
2024-01-03T11:15:00.000Z,110.7997,111.1037,110.3155,110.7790,1237
2024-01-03T11:30:00.000Z,110.7790,111.5679,107.8001,111.3679,1238
2024-01-03T11:45:00.000Z,111.3679,111.6954,111.0684,111.3162,1239
2024-01-03T12:00:00.000Z,111.3162,111.6278,111.0907,111.3644,1240
2024-01-03T12:15:00.000Z,111.3644,111.6169,110.9010,111.3343,1241
2024-01-03T12:30:00.000Z,111.3343,111.8454,110.7820,111.0752,1242
2024-01-03T12:45:00.000Z,111.0752,111.6816,110.8179,111.1064,1243
2024-01-03T13:00:00.000Z,111.1064,111.4099,110.6508,110.9990,1244
2024-01-03T13:15:00.000Z,110.9990,111.4456,110.5731,110.9520,1245
2024-01-03T13:30:00.000Z,110.9520,111.3715,110.5994,111.0465,1246
2024-01-03T13:45:00.000Z,111.0465,111.5252,110.5542,110.8984,1247
2024-01-03T14:00:00.000Z,110.8984,111.3310,110.2410,110.8104,1248
2024-01-03T14:15:00.000Z,110.8104,111.2858,110.4930,110.9498,1249
2024-01-03T14:30:00.000Z,110.9498,111.4327,110.5671,111.0814,1250
2024-01-03T14:45:00.000Z,111.0814,111.4202,110.8451,111.0541,1251
2024-01-03T15:00:00.000Z,111.0541,111.4344,110.5463,110.9279,1252
2024-01-03T15:15:00.000Z,110.9279,111.3662,110.4764,111.0740,1253
2024-01-03T15:30:00.000Z,111.0740,111.6223,110.6344,111.0941,1254
2024-01-03T15:45:00.000Z,111.0941,111.4911,110.5123,111.0673,1255
2024-01-03T16:00:00.000Z,111.0673,111.5723,110.5137,111.0031,1256
2024-01-03T16:15:00.000Z,111.0031,111.7063,110.4661,111.2900,1257
2024-01-03T16:30:00.000Z,111.2900,111.7462,110.7938,111.3636,1258
2024-01-03T16:45:00.000Z,111.3636,111.8734,111.1498,111.6706,1259
2024-01-03T17:00:00.000Z,111.6706,112.4188,111.1792,111.8953,1260
2024-01-03T17:15:00.000Z,111.8953,112.6808,111.3137,112.1243,1261
2024-01-03T17:30:00.000Z,112.1243,112.9716,111.5460,112.4007,1262
2024-01-03T17:45:00.000Z,112.4007,112.9066,112.0518,112.3724,1263
2024-01-03T18:00:00.000Z,112.3724,113.1906,111.9022,112.6356,1264
2024-01-03T18:15:00.000Z,112.6356,113.2983,112.1705,112.8855,1265
2024-01-03T18:30:00.000Z,112.8855,113.1676,112.3498,112.8689,1266
2024-01-03T18:45:00.000Z,112.8689,113.5794,112.3588,113.0578,1267
2024-01-03T19:00:00.000Z,113.0578,113.2840,112.6240,113.0836,1268
2024-01-03T19:15:00.000Z,113.0836,113.3053,112.5258,113.0267,1269
2024-01-03T19:30:00.000Z,113.0267,113.5278,112.5023,113.0553,1270
2024-01-03T19:45:00.000Z,113.0553,113.3677,112.4568,113.0597,1271
2024-01-03T20:00:00.000Z,113.0597,113.6702,110.0409,113.4702,1272
2024-01-03T20:15:00.000Z,113.4702,113.9445,113.0454,113.2465,1273
2024-01-03T20:30:00.000Z,113.2465,113.5724,112.4977,113.0012,1274
2024-01-03T20:45:00.000Z,113.0012,113.3541,112.6894,113.0349,1275
2024-01-03T21:00:00.000Z,113.0349,113.4758,112.6457,112.9871,1276
2024-01-03T21:15:00.000Z,112.9871,113.3030,112.5329,112.7670,1277
2024-01-03T21:30:00.000Z,112.7670,113.1914,112.2016,112.8349,1278
2024-01-03T21:45:00.000Z,112.8349,113.4157,112.3313,112.5930,1279
2024-01-03T22:00:00.000Z,112.5930,113.0944,112.1002,112.3637,1280
2024-01-03T22:15:00.000Z,112.3637,112.7034,111.7771,112.4341,1281
2024-01-03T22:30:00.000Z,112.4341,112.9877,111.9302,112.2840,1282
2024-01-03T22:45:00.000Z,112.2840,112.6597,111.7518,112.2464,1283
2024-01-03T23:00:00.000Z,112.2464,112.8825,111.7562,112.4499,1284
2024-01-03T23:15:00.000Z,112.4499,113.0120,112.0775,112.5973,1285
2024-01-03T23:30:00.000Z,112.5973,113.1181,112.1916,112.6072,1286
2024-01-03T23:45:00.000Z,112.6072,113.0796,112.2013,112.5376,1287
2024-01-04T00:00:00.000Z,112.5376,113.1369,112.0024,112.4751,1288
2024-01-04T00:15:00.000Z,112.4751,113.0532,112.0478,112.5838,1289
2024-01-04T00:30:00.000Z,112.5838,112.8289,112.2415,112.5855,1290
2024-01-04T00:45:00.000Z,112.5855,113.2621,112.3365,112.8542,1291
2024-01-04T01:00:00.000Z,112.8542,113.3506,112.5166,113.0426,1292
2024-01-04T01:15:00.000Z,113.0426,113.5470,112.5643,113.1283,1293
2024-01-04T01:30:00.000Z,113.1283,113.7065,112.5350,113.0870,1294
2024-01-04T01:45:00.000Z,113.0870,113.5886,112.6000,113.0794,1295
2024-01-04T02:00:00.000Z,113.0794,113.4446,112.7799,113.0366,1296
2024-01-04T02:15:00.000Z,113.0366,113.5233,112.6529,112.9774,1297
2024-01-04T02:30:00.000Z,112.9774,113.4999,112.5614,112.9579,1298
2024-01-04T02:45:00.000Z,112.9579,113.3846,112.6671,113.1163,1299
2024-01-04T03:00:00.000Z,113.1163,113.5770,112.6368,112.9842,1300
2024-01-04T03:15:00.000Z,112.9842,113.3019,112.7841,113.0120,1301
2024-01-04T03:30:00.000Z,113.0120,113.3420,112.4884,112.7669,1302
2024-01-04T03:45:00.000Z,112.7669,113.0913,112.2792,112.6778,1303
2024-01-04T04:00:00.000Z,112.6778,113.0239,112.0045,112.5011,1304
2024-01-04T04:15:00.000Z,112.5011,112.8200,112.0543,112.4425,1305
2024-01-04T04:30:00.000Z,112.4425,113.3268,109.5240,113.1268,1306
2024-01-04T04:45:00.000Z,113.1268,113.4884,112.8518,113.1667,1307
2024-01-04T05:00:00.000Z,113.1667,113.5246,112.4969,113.0856,1308
2024-01-04T05:15:00.000Z,113.0856,113.3769,112.3586,112.8652,1309
2024-01-04T05:30:00.000Z,112.8652,113.2123,112.4581,112.8973,1310
2024-01-04T05:45:00.000Z,112.8973,113.3087,112.6218,112.9732,1311
2024-01-04T06:00:00.000Z,112.9732,113.5711,112.5730,112.7788,1312
2024-01-04T06:15:00.000Z,112.7788,113.2123,112.3346,112.9398,1313
2024-01-04T06:30:00.000Z,112.9398,113.3896,112.3065,112.9004,1314
2024-01-04T06:45:00.000Z,112.9004,113.3452,112.4949,112.8174,1315
2024-01-04T07:00:00.000Z,112.8174,113.4358,112.3257,112.8421,1316
2024-01-04T07:15:00.000Z,112.8421,113.0589,112.4923,112.7867,1317
2024-01-04T07:30:00.000Z,112.7867,113.3410,112.2369,113.0318,1318
2024-01-04T07:45:00.000Z,113.0318,113.5043,112.6514,113.1493,1319
2024-01-04T08:00:00.000Z,113.1493,113.8219,112.7399,113.3316,1320
2024-01-04T08:15:00.000Z,113.3316,114.0351,112.8839,113.6307,1321
2024-01-04T08:30:00.000Z,113.6307,114.3618,113.2465,113.8296,1322
2024-01-04T08:45:00.000Z,113.8296,114.2663,113.2272,113.8095,1323
2024-01-04T09:00:00.000Z,113.8095,114.4733,113.4745,114.0377,1324
2024-01-04T09:15:00.000Z,114.0377,114.6255,113.8093,114.3324,1325
2024-01-04T09:30:00.000Z,114.3324,114.5863,113.9965,114.3579,1326
2024-01-04T09:45:00.000Z,114.3579,115.1890,114.0415,114.5919,1327
2024-01-04T10:00:00.000Z,114.5919,114.8984,114.1899,114.5091,1328
2024-01-04T10:15:00.000Z,114.5091,115.0131,113.8232,114.3902,1329
2024-01-04T10:30:00.000Z,114.3902,114.8197,113.8170,114.3685,1330
2024-01-04T10:45:00.000Z,114.3685,114.9009,114.0803,114.3980,1331
2024-01-04T11:00:00.000Z,114.3980,114.6758,114.0401,114.3218,1332
2024-01-04T11:15:00.000Z,114.3218,114.6394,113.5759,114.0951,1333
2024-01-04T11:30:00.000Z,114.0951,114.7293,113.7885,114.2007,1334
2024-01-04T11:45:00.000Z,114.2007,114.6554,113.6752,114.2562,1335
2024-01-04T12:00:00.000Z,114.2562,114.6139,113.7735,114.2647,1336
2024-01-04T12:15:00.000Z,114.2647,114.6406,113.7272,114.1774,1337
2024-01-04T12:30:00.000Z,114.1774,114.6911,113.9137,114.2156,1338
2024-01-04T12:45:00.000Z,114.2156,114.4828,113.3347,113.9334,1339
2024-01-04T13:00:00.000Z,113.9334,114.6706,110.4569,114.4706,1340
2024-01-04T13:15:00.000Z,114.4706,114.8956,114.0126,114.4111,1341
2024-01-04T13:30:00.000Z,114.4111,114.8535,113.8556,114.2220,1342
2024-01-04T13:45:00.000Z,114.2220,114.8186,113.7618,114.2127,1343
2024-01-04T14:00:00.000Z,114.2127,114.6479,113.6692,114.1670,1344
2024-01-04T14:15:00.000Z,114.1670,114.6719,113.8482,114.0670,1345
2024-01-04T14:30:00.000Z,114.0670,114.6977,113.7648,114.1243,1346
2024-01-04T14:45:00.000Z,114.1243,114.5046,113.8583,114.2821,1347
2024-01-04T15:00:00.000Z,114.2821,114.5807,113.8679,114.3257,1348
